arm,step,tokens_seen,word,klass,pair_id,surprisal_bits,n
B,122,3997696,old,Germanic,49,9.8115,30
B,122,3997696,peculiar,Latinate,56,17.9385,30
B,122,3997696,perform,Latinate,30,16.7750,30
B,122,3997696,perhaps,Latinate,62,14.1869,30
B,122,3997696,permit,Latinate,13,18.2486,30
B,122,3997696,possess,Latinate,23,18.0039,30
B,122,3997696,previous,Latinate,50,12.8296,30
B,122,3997696,previously,Latinate,64,17.1281,30
B,122,3997696,prior,Latinate,51,16.2975,30
B,122,3997696,provide,Latinate,5,15.5434,30
B,122,3997696,purchase,Latinate,11,17.7051,30
B,122,3997696,rapid,Latinate,42,16.5994,30
B,122,3997696,receive,Latinate,6,14.2767,30
B,122,3997696,remain,Latinate,27,15.2209,30
B,122,3997696,remainder,Latinate,36,29.6067,30
B,122,3997696,repair,Latinate,22,17.4398,30
B,122,3997696,reply,Latinate,17,17.7791,30
B,122,3997696,request,Latinate,15,16.0440,30
B,122,3997696,require,Latinate,3,16.4060,30
B,122,3997696,residence,Latinate,33,17.0933,30
B,122,3997696,respond,Latinate,18,16.1649,30
B,122,3997696,rest,Germanic,36,9.8974,30
B,122,3997696,retain,Latinate,28,18.6802,30
B,122,3997696,safe,Germanic,58,13.0798,30
B,122,3997696,secure,Latinate,58,15.6351,30
B,122,3997696,see,Germanic,26,8.2427,30
B,122,3997696,select,Latinate,21,18.2373,30
B,122,3997696,shall,Latinate,67,11.5564,30
B,122,3997696,show,Germanic,10,11.2627,30
B,122,3997696,sick,Germanic,57,12.7932,30
B,122,3997696,sickness,Germanic,35,17.1831,30
B,122,3997696,so,Germanic,61,9.9064,30
B,122,3997696,sometimes,Germanic,65,13.3538,30
B,122,3997696,start,Germanic,25,12.0326,30
B,122,3997696,stay,Germanic,27,11.5613,30
B,122,3997696,strange,Latinate,55,13.6195,30
B,122,3997696,subsequent,Latinate,53,27.9722,30
B,122,3997696,sufficient,Latinate,44,17.4338,30
B,122,3997696,therefore,Latinate,61,14.5328,30
B,122,3997696,try,Germanic,7,11.1990,30
B,122,3997696,understand,Germanic,0,11.7449,30
B,122,3997696,want,Germanic,4,8.8014,30
B,122,3997696,whole,Germanic,45,11.1650,30
B,122,3997696,will,Germanic,67,9.7164,30
B,153,5013504,acquire,Latinate,1,27.2778,18
B,153,5013504,additional,Latinate,48,16.9296,30
B,153,5013504,allow,Latinate,14,13.8901,30
B,153,5013504,ancient,Latinate,49,13.9521,30
B,153,5013504,answer,Germanic,17,12.8476,30
B,153,5013504,ask,Germanic,15,10.4590,30
B,153,5013504,assist,Latinate,8,17.6751,30
B,153,5013504,assistance,Latinate,37,16.2587,30
B,153,5013504,attempt,Latinate,7,15.7398,30
B,153,5013504,baby,Germanic,31,11.8732,30
B,153,5013504,before,Germanic,64,10.9015,30
B,153,5013504,beverage,Latinate,32,42.4199,11
B,153,5013504,build,Germanic,9,12.4673,30
B,153,5013504,but,Germanic,60,7.1810,30
B,153,5013504,buy,Germanic,11,12.2532,30
B,153,5013504,choose,Germanic,21,14.0333,30
B,153,5013504,commence,Latinate,25,25.7919,14
B,153,5013504,comprehend,Latinate,0,51.6492,19
B,153,5013504,conceal,Latinate,19,24.1105,30
B,153,5013504,conclude,Latinate,24,30.7123,15
B,153,5013504,construct,Latinate,9,30.2083,18
B,153,5013504,currently,Latinate,66,15.1326,30
B,153,5013504,demonstrate,Latinate,10,25.4987,30
B,153,5013504,depart,Latinate,12,17.5863,30
B,153,5013504,desire,Latinate,4,15.4701,30
B,153,5013504,difficult,Latinate,43,14.7816,30
B,153,5013504,discover,Latinate,20,16.9734,30
B,153,5013504,do,Germanic,30,7.1797,30
B,153,5013504,drink,Germanic,32,13.9777,30
B,153,5013504,earlier,Germanic,50,15.8984,30
B,153,5013504,end,Germanic,24,10.4762,30
B,153,5013504,enormous,Latinate,38,15.7338,30
B,153,5013504,enough,Germanic,44,10.9623,30
B,153,5013504,entire,Latinate,45,13.2977,30
B,153,5013504,error,Latinate,34,17.5208,30
B,153,5013504,fast,Germanic,42,12.6113,30
B,153,5013504,final,Latinate,59,10.7887,30
B,153,5013504,find,Germanic,20,9.8548,30
B,153,5013504,first,Germanic,52,10.4185,30
B,153,5013504,fortunate,Latinate,54,16.1955,30
B,153,5013504,frequently,Latinate,63,17.4723,30
B,153,5013504,get,Germanic,1,7.0525,30
B,153,5013504,gigantic,Latinate,39,33.2493,30
B,153,5013504,give,Germanic,5,9.0279,30
B,153,5013504,hard,Germanic,43,10.6880,30
B,153,5013504,have,Germanic,23,6.6729,30
B,153,5013504,help,Germanic,8,8.8709,30
B,153,5013504,hide,Germanic,19,14.0270,30
B,153,5013504,home,Germanic,33,11.6472,30
B,153,5013504,however,Latinate,60,12.1213,30
B,153,5013504,huge,Germanic,38,14.5703,30
B,153,5013504,ill,Latinate,57,13.1548,30
B,153,5013504,illness,Latinate,35,14.8248,30
B,153,5013504,immense,Latinate,40,17.0418,30
B,153,5013504,infant,Latinate,31,23.3797,30
B,153,5013504,initial,Latinate,52,15.4032,30
B,153,5013504,inquire,Latinate,16,25.3663,30
B,153,5013504,keep,Germanic,28,9.7615,30
B,153,5013504,last,Germanic,59,10.7671,30
B,153,5013504,leave,Germanic,12,10.8219,30
