arm,step,tokens_seen,word,klass,pair_id,surprisal_bits,n
A,122,3997696,do,Germanic,30,7.5697,30
A,122,3997696,drink,Germanic,32,14.8786,30
A,122,3997696,earlier,Germanic,50,14.2866,30
A,122,3997696,end,Germanic,24,10.1501,30
A,122,3997696,enormous,Latinate,38,14.6516,30
A,122,3997696,enough,Germanic,44,11.8994,30
A,122,3997696,entire,Latinate,45,11.4414,30
A,122,3997696,error,Latinate,34,15.4767,30
A,122,3997696,fast,Germanic,42,14.4276,30
A,122,3997696,final,Latinate,59,11.6416,30
A,122,3997696,find,Germanic,20,9.2980,30
A,122,3997696,first,Germanic,52,9.9586,30
A,122,3997696,fortunate,Latinate,54,14.8714,30
A,122,3997696,frequently,Latinate,63,16.2485,30
A,122,3997696,get,Germanic,1,8.0306,30
A,122,3997696,gigantic,Latinate,39,29.4647,30
A,122,3997696,give,Germanic,5,9.0377,30
A,122,3997696,hard,Germanic,43,11.9336,30
A,122,3997696,have,Germanic,23,5.5798,30
A,122,3997696,help,Germanic,8,10.5047,30
A,122,3997696,hide,Germanic,19,14.3699,30
A,122,3997696,home,Germanic,33,11.5915,30
A,122,3997696,however,Latinate,60,11.8749,30
A,122,3997696,huge,Germanic,38,13.1664,30
A,122,3997696,ill,Latinate,57,14.1127,30
A,122,3997696,illness,Latinate,35,15.8828,30
A,122,3997696,immense,Latinate,40,14.8937,30
A,122,3997696,infant,Latinate,31,21.5069,30
A,122,3997696,initial,Latinate,52,14.0312,30
A,122,3997696,inquire,Latinate,16,25.4524,30
A,122,3997696,keep,Germanic,28,9.8079,30
A,122,3997696,last,Germanic,59,10.7979,30
A,122,3997696,leave,Germanic,12,10.4059,30
A,122,3997696,let,Germanic,13,11.2225,30
A,122,3997696,lucky,Germanic,54,14.9385,30
A,122,3997696,maintain,Latinate,29,14.6213,30
A,122,3997696,many,Germanic,46,9.8716,30
A,122,3997696,massive,Latinate,41,14.6628,30
A,122,3997696,maybe,Germanic,62,13.4139,30
A,122,3997696,mend,Germanic,22,26.4755,30
A,122,3997696,mistake,Germanic,34,14.0711,30
A,122,3997696,more,Germanic,48,10.0701,30
A,122,3997696,multiple,Latinate,47,14.5531,30
A,122,3997696,need,Germanic,3,10.7954,30
A,122,3997696,next,Germanic,53,10.1813,30
A,122,3997696,now,Germanic,66,9.7310,30
A,122,3997696,numerous,Latinate,46,15.4473,30
A,122,3997696,observe,Latinate,26,26.7555,30
A,122,3997696,obtain,Latinate,2,13.2958,30
A,122,3997696,occasionally,Latinate,65,17.7982,30
A,122,3997696,odd,Germanic,55,16.2959,30
A,122,3997696,often,Germanic,63,10.7829,30
A,122,3997696,old,Germanic,49,9.5830,30
A,122,3997696,peculiar,Latinate,56,15.7455,30
A,122,3997696,perform,Latinate,30,13.9945,30
A,122,3997696,perhaps,Latinate,62,12.7997,30
A,122,3997696,permit,Latinate,13,16.4667,30
A,122,3997696,possess,Latinate,23,15.2223,30
A,122,3997696,previous,Latinate,50,14.3821,30
A,122,3997696,previously,Latinate,64,15.6882,30
A,122,3997696,prior,Latinate,51,15.9571,30
A,122,3997696,provide,Latinate,5,12.1847,30
A,122,3997696,purchase,Latinate,11,15.6959,30
A,122,3997696,rapid,Latinate,42,15.9784,30
A,122,3997696,receive,Latinate,6,12.7880,30
A,122,3997696,remain,Latinate,27,12.5786,30
A,122,3997696,remainder,Latinate,36,29.4029,30
A,122,3997696,repair,Latinate,22,15.4924,30
A,122,3997696,reply,Latinate,17,14.8904,30
A,122,3997696,request,Latinate,15,14.5715,30
A,122,3997696,require,Latinate,3,14.9250,30
A,122,3997696,residence,Latinate,33,17.8816,30
A,122,3997696,respond,Latinate,18,13.6918,30
A,122,3997696,rest,Germanic,36,9.2460,30
A,122,3997696,retain,Latinate,28,14.8812,30
A,122,3997696,safe,Germanic,58,13.6597,30
A,122,3997696,secure,Latinate,58,13.4410,30
A,122,3997696,see,Germanic,26,7.7475,30
A,122,3997696,select,Latinate,21,17.0356,30
A,122,3997696,shall,Latinate,67,9.1812,30
A,122,3997696,show,Germanic,10,10.8188,30
A,122,3997696,sick,Germanic,57,14.0530,30
A,122,3997696,sickness,Germanic,35,18.0681,30
A,122,3997696,so,Germanic,61,8.4118,30
A,122,3997696,sometimes,Germanic,65,12.7099,30
A,122,3997696,start,Germanic,25,11.4523,30
A,122,3997696,stay,Germanic,27,10.2897,30
A,122,3997696,strange,Latinate,55,13.3232,30
A,122,3997696,subsequent,Latinate,53,25.7053,30
A,122,3997696,sufficient,Latinate,44,15.8557,30
A,122,3997696,therefore,Latinate,61,11.8765,30
A,122,3997696,try,Germanic,7,9.4233,30
A,122,3997696,understand,Germanic,0,9.6600,30
A,122,3997696,want,Germanic,4,7.3044,30
A,122,3997696,whole,Germanic,45,9.8478,30
A,122,3997696,will,Germanic,67,8.9104,30
A,153,5013504,acquire,Latinate,1,26.5977,18
A,153,5013504,additional,Latinate,48,16.1910,30
A,153,5013504,allow,Latinate,14,11.9694,30
A,153,5013504,ancient,Latinate,49,11.8973,30
A,153,5013504,answer,Germanic,17,12.4403,30
A,153,5013504,ask,Germanic,15,9.8636,30
A,153,5013504,assist,Latinate,8,14.8752,30
A,153,5013504,assistance,Latinate,37,16.7218,30
A,153,5013504,attempt,Latinate,7,15.2497,30
A,153,5013504,baby,Germanic,31,11.2801,30
A,153,5013504,before,Germanic,64,10.9481,30
A,153,5013504,beverage,Latinate,32,42.8923,11
A,153,5013504,build,Germanic,9,11.9493,30
A,153,5013504,but,Germanic,60,6.9978,30
A,153,5013504,buy,Germanic,11,11.4964,30
A,153,5013504,choose,Germanic,21,14.5755,30
A,153,5013504,commence,Latinate,25,25.4295,14
A,153,5013504,comprehend,Latinate,0,39.1993,19
A,153,5013504,conceal,Latinate,19,22.0869,30
A,153,5013504,conclude,Latinate,24,28.2466,15
A,153,5013504,construct,Latinate,9,29.7027,18
A,153,5013504,currently,Latinate,66,13.3436,30
A,153,5013504,demonstrate,Latinate,10,22.8416,30
A,153,5013504,depart,Latinate,12,14.5696,30
