arm,step,tokens_seen,word,klass,pair_id,surprisal_bits,n
D,122,3997696,fast,Germanic,42,12.9772,30
D,122,3997696,final,Latinate,59,11.0792,30
D,122,3997696,find,Germanic,20,10.8431,30
D,122,3997696,first,Germanic,52,9.4438,30
D,122,3997696,fortunate,Latinate,54,16.9943,30
D,122,3997696,frequently,Latinate,63,18.5302,30
D,122,3997696,get,Germanic,1,7.2149,30
D,122,3997696,gigantic,Latinate,39,33.2659,30
D,122,3997696,give,Germanic,5,10.0825,30
D,122,3997696,hard,Germanic,43,10.6736,30
D,122,3997696,have,Germanic,23,6.5600,30
D,122,3997696,help,Germanic,8,10.4237,30
D,122,3997696,hide,Germanic,19,13.8529,30
D,122,3997696,home,Germanic,33,10.8571,30
D,122,3997696,however,Latinate,60,12.1974,30
D,122,3997696,huge,Germanic,38,14.3477,30
D,122,3997696,ill,Latinate,57,14.6729,30
D,122,3997696,illness,Latinate,35,15.9963,30
D,122,3997696,immense,Latinate,40,15.7321,30
D,122,3997696,infant,Latinate,31,23.0758,30
D,122,3997696,initial,Latinate,52,16.5686,30
D,122,3997696,inquire,Latinate,16,25.3436,30
D,122,3997696,keep,Germanic,28,10.1851,30
D,122,3997696,last,Germanic,59,10.3412,30
D,122,3997696,leave,Germanic,12,11.6553,30
D,122,3997696,let,Germanic,13,12.3840,30
D,122,3997696,lucky,Germanic,54,15.3394,30
D,122,3997696,maintain,Latinate,29,17.8336,30
D,122,3997696,many,Germanic,46,9.3954,30
D,122,3997696,massive,Latinate,41,16.7348,30
D,122,3997696,maybe,Germanic,62,13.1224,30
D,122,3997696,mend,Germanic,22,25.8776,30
D,122,3997696,mistake,Germanic,34,13.3472,30
D,122,3997696,more,Germanic,48,8.8905,30
D,122,3997696,multiple,Latinate,47,16.2099,30
D,122,3997696,need,Germanic,3,11.6976,30
D,122,3997696,next,Germanic,53,11.2121,30
D,122,3997696,now,Germanic,66,10.1242,30
D,122,3997696,numerous,Latinate,46,17.8353,30
D,122,3997696,observe,Latinate,26,31.6120,30
D,122,3997696,obtain,Latinate,2,17.7557,30
D,122,3997696,occasionally,Latinate,65,18.5094,30
D,122,3997696,odd,Germanic,55,16.1637,30
D,122,3997696,often,Germanic,63,12.3392,30
D,122,3997696,old,Germanic,49,8.9717,30
D,122,3997696,peculiar,Latinate,56,18.0416,30
D,122,3997696,perform,Latinate,30,16.1588,30
D,122,3997696,perhaps,Latinate,62,13.7291,30
D,122,3997696,permit,Latinate,13,18.9967,30
D,122,3997696,possess,Latinate,23,17.2483,30
D,122,3997696,previous,Latinate,50,15.4568,30
D,122,3997696,previously,Latinate,64,18.0795,30
D,122,3997696,prior,Latinate,51,17.8846,30
D,122,3997696,provide,Latinate,5,16.2772,30
D,122,3997696,purchase,Latinate,11,18.7326,30
D,122,3997696,rapid,Latinate,42,16.6880,30
D,122,3997696,receive,Latinate,6,14.3428,30
D,122,3997696,remain,Latinate,27,15.5893,30
D,122,3997696,remainder,Latinate,36,31.9573,30
D,122,3997696,repair,Latinate,22,16.9451,30
D,122,3997696,reply,Latinate,17,14.9386,30
D,122,3997696,request,Latinate,15,15.2005,30
D,122,3997696,require,Latinate,3,16.4485,30
D,122,3997696,residence,Latinate,33,18.9454,30
D,122,3997696,respond,Latinate,18,17.6729,30
D,122,3997696,rest,Germanic,36,10.4786,30
D,122,3997696,retain,Latinate,28,17.7720,30
D,122,3997696,safe,Germanic,58,12.5289,30
D,122,3997696,secure,Latinate,58,14.8522,30
D,122,3997696,see,Germanic,26,8.2715,30
D,122,3997696,select,Latinate,21,19.2585,30
D,122,3997696,shall,Latinate,67,10.3668,30
D,122,3997696,show,Germanic,10,10.4408,30
D,122,3997696,sick,Germanic,57,13.3406,30
D,122,3997696,sickness,Germanic,35,16.6400,30
D,122,3997696,so,Germanic,61,8.9227,30
D,122,3997696,sometimes,Germanic,65,12.6879,30
D,122,3997696,start,Germanic,25,11.3337,30
D,122,3997696,stay,Germanic,27,11.0672,30
D,122,3997696,strange,Latinate,55,13.3598,30
D,122,3997696,subsequent,Latinate,53,31.5328,30
D,122,3997696,sufficient,Latinate,44,18.1188,30
D,122,3997696,therefore,Latinate,61,14.4982,30
D,122,3997696,try,Germanic,7,11.0177,30
D,122,3997696,understand,Germanic,0,12.8266,30
D,122,3997696,want,Germanic,4,8.7038,30
D,122,3997696,whole,Germanic,45,9.2937,30
D,122,3997696,will,Germanic,67,10.0324,30
D,153,5013504,acquire,Latinate,1,30.4083,18
D,153,5013504,additional,Latinate,48,18.2473,30
D,153,5013504,allow,Latinate,14,12.8572,30
D,153,5013504,ancient,Latinate,49,14.6535,30
D,153,5013504,answer,Germanic,17,12.9392,30
D,153,5013504,ask,Germanic,15,9.6629,30
D,153,5013504,assist,Latinate,8,16.0454,30
D,153,5013504,assistance,Latinate,37,17.2421,30
D,153,5013504,attempt,Latinate,7,15.5016,30
D,153,5013504,baby,Germanic,31,11.1193,30
D,153,5013504,before,Germanic,64,10.1761,30
D,153,5013504,beverage,Latinate,32,41.8134,11
D,153,5013504,build,Germanic,9,10.8100,30
D,153,5013504,but,Germanic,60,6.7523,30
D,153,5013504,buy,Germanic,11,11.2365,30
D,153,5013504,choose,Germanic,21,15.0992,30
D,153,5013504,commence,Latinate,25,27.3223,14
D,153,5013504,comprehend,Latinate,0,46.1464,19
D,153,5013504,conceal,Latinate,19,24.3818,30
D,153,5013504,conclude,Latinate,24,31.2203,15
D,153,5013504,construct,Latinate,9,30.2720,18
D,153,5013504,currently,Latinate,66,14.7441,30
D,153,5013504,demonstrate,Latinate,10,27.1673,30
D,153,5013504,depart,Latinate,12,17.9626,30
D,153,5013504,desire,Latinate,4,15.1170,30
D,153,5013504,difficult,Latinate,43,13.5686,30
D,153,5013504,discover,Latinate,20,16.8591,30
D,153,5013504,do,Germanic,30,6.9563,30
D,153,5013504,drink,Germanic,32,13.0417,30
D,153,5013504,earlier,Germanic,50,14.9846,30
D,153,5013504,end,Germanic,24,10.0122,30
D,153,5013504,enormous,Latinate,38,16.8966,30
D,153,5013504,enough,Germanic,44,10.9109,30
D,153,5013504,entire,Latinate,45,12.7742,30
D,153,5013504,error,Latinate,34,18.9284,30
D,153,5013504,fast,Germanic,42,12.8108,30
D,153,5013504,final,Latinate,59,11.7428,30
D,153,5013504,find,Germanic,20,9.9855,30
D,153,5013504,first,Germanic,52,10.0780,30
D,153,5013504,fortunate,Latinate,54,16.1008,30
D,153,5013504,frequently,Latinate,63,17.3012,30
D,153,5013504,get,Germanic,1,6.4563,30
D,153,5013504,gigantic,Latinate,39,32.5983,30
D,153,5013504,give,Germanic,5,8.9181,30
D,153,5013504,hard,Germanic,43,10.4610,30
D,153,5013504,have,Germanic,23,5.3694,30
D,153,5013504,help,Germanic,8,9.5320,30
D,153,5013504,hide,Germanic,19,14.3767,30
D,153,5013504,home,Germanic,33,11.0232,30
D,153,5013504,however,Latinate,60,12.3669,30
D,153,5013504,huge,Germanic,38,14.9039,30
D,153,5013504,ill,Latinate,57,13.7450,30
D,153,5013504,illness,Latinate,35,15.5522,30
D,153,5013504,immense,Latinate,40,17.0354,30
D,153,5013504,infant,Latinate,31,22.4506,30
D,153,5013504,initial,Latinate,52,15.6265,30
D,153,5013504,inquire,Latinate,16,24.5237,30
D,153,5013504,keep,Germanic,28,9.9587,30
D,153,5013504,last,Germanic,59,10.2978,30
D,153,5013504,leave,Germanic,12,11.1971,30
D,153,5013504,let,Germanic,13,10.9833,30
D,153,5013504,lucky,Germanic,54,14.1793,30
